cust_age;policy_id;coverage_start_date;cust_region;sum_assured_group;ins_deductible;annual_prem;zip_code;insured_sex;edu_lvl;marital_status;claim_incurred_date;claim_type;acc_type;emg_services_notified;incident_city;incident_hour;num_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_avlbl;total_claim_amount;injury_claim;property_claim;vehicle_claim;car_brand;car_model;production_year
55;70521;22.04.1998;north;low;2000;1266.9;353116;M;md;other;19.01.2023;single vehicle collision;front collision;Ambulance;Northbend;15;1;?;2;2;;98160;8180;16360;73620;Dodge;RAM;2018
37;100621;05.05.2016;east;mid;2000;1626.11;506455;F;jd;unmarried;28.01.2023;single vehicle collision;rear collision;Ambulance;Hillsdale;22;1;YES;1;2;YES;55600;11120;5560;38920;Jeep;Grand Cherokee;2016
41;301665;09.09.2003;east;high;1000;1322.89;378608;F;phd;other;10.01.2023;single vehicle collision;front collision;Police;Northbrook;6;1;NO;2;2;YES;76400;15280;7640;53480;Volkswagen;Jetta;2004
43;467802;04.03.2010;east;high;1000;1385.62;509358;F;associate;other;11.01.2023;multi-vehicle collision;side collision;Fire;Riverwood;19;3;YES;1;3;;68580;7620;7620;53340;Jeep;Wrangler;2017
35;67332;09.02.1998;west;mid;1000;1356.14;512628;M;jd;other;17.02.2023;single vehicle collision;rear collision;Other;Hillsdale;0;1;NO;2;1;;55000;10000;10000;35000;Volkswagen;Jetta;2015
39;238267;15.08.2009;north;low;1000;1528.63;503961;M;college;other;22.02.2023;theft;;None;Northbend;8;1;?;2;1;YES;4300;430;430;3440;Toyota;Corolla;2007
35;350488;23.05.2004;west;low;1000;1244;335449;F;masters;married;01.01.2023;single vehicle collision;rear collision;Other;Springfield;19;1;NO;0;0;;76600;15320;7660;53620;Mercedes;C300;2007
54;252988;24.01.2002;east;low;1000;1370.38;336515;F;masters;other;08.01.2023;multi-vehicle collision;rear collision;Fire;Columbus;13;3;NO;2;3;;63240;10540;10540;42160;Subaru;Forrestor;2004
34;521440;21.03.2015;north;high;1000;1121.98;346294;F;phd;other;26.02.2023;theft;;Police;Arlington;5;1;?;2;0;YES;7290;810;810;5670;Volkswagen;Passat;2002
39;522252;21.04.2013;north;mid;1000;1084.32;355308;M;jd;unmarried;13.02.2023;single vehicle collision;side collision;Police;Springfield;18;1;?;1;2;;50490;5610;5610;39270;Nissan;Maxima;2008
29;492182;06.11.2018;north;high;2000;651.77;375451;F;jd;unmarried;24.02.2023;multi-vehicle collision;rear collision;Fire;Springfield;22;3;NO;0;0;;78300;15660;7830;54810;BMW;X5;2016
30;91390;18.07.2014;west;high;2000;925.34;350698;F;phd;married;13.01.2023;single vehicle collision;front collision;Other;Hillsdale;7;1;NO;1;3;;74360;13520;6760;54080;Subaru;Forrestor;2016
46;240372;20.01.2000;west;mid;2000;1175.68;369188;F;associate;married;24.01.2023;theft;;Police;Arlington;4;1;?;2;3;NO;3870;430;860;2580;Jeep;Wrangler;2017
53;275628;12.04.2005;west;high;2000;734.18;345307;M;college;unmarried;04.02.2023;multi-vehicle collision;side collision;Police;Northbend;17;4;?;0;0;YES;62280;5190;10380;46710;Subaru;Forrestor;2019
49;304863;20.06.2005;east;mid;500;1721.06;372602;M;phd;other;28.02.2023;single vehicle collision;rear collision;Fire;Hillsdale;3;1;?;2;0;YES;76700;7670;7670;61360;Subaru;Legacy;2013
45;359061;05.11.2003;north;high;500;1328.57;335520;F;high school;married;18.01.2023;multi-vehicle collision;side collision;Police;Hillsdale;5;3;?;0;0;NO;24200;2200;4400;17600;Subaru;Forrestor;2015
37;132492;18.10.2013;north;high;2000;1046.57;366644;M;high school;other;05.01.2023;theft;;None;Columbus;9;1;?;1;2;;7080;1180;590;5310;Dodge;RAM;2006
47;99178;24.01.2006;west;high;2000;1336.61;518897;F;phd;other;02.02.2023;single vehicle collision;front collision;Fire;Northbrook;1;1;?;0;0;;70590;10860;10860;48870;Saab;93;2007
25;496006;26.05.2015;east;mid;2000;1051.35;503495;F;college;other;05.01.2023;multi-vehicle collision;front collision;Other;Arlington;0;4;YES;1;0;NO;77130;8570;17140;51420;Accura;MDX;2002
33;535140;12.02.2001;east;high;1000;1198.2;354159;F;associate;unmarried;26.01.2023;multi-vehicle collision;side collision;Fire;Arlington;17;3;?;2;2;;70400;14080;7040;49280;Accura;RSX;2009
61;554392;19.02.2000;north;low;1000;1326.29;517667;F;high school;other;25.02.2023;single vehicle collision;front collision;Fire;Columbus;18;1;NO;2;1;NO;56340;6260;6260;43820;Volkswagen;Passat;2010
43;318313;20.01.2005;west;high;500;1318.5;504829;F;associate;other;19.01.2023;single vehicle collision;rear collision;Ambulance;Arlington;16;1;?;2;1;;79970;7270;21810;50890;Honda;CRV;2003
46;500662;29.03.2012;north;low;1000;707.25;350152;M;masters;married;12.02.2023;multi-vehicle collision;rear collision;Fire;Northbrook;3;3;NO;1;0;NO;54890;9980;4990;39920;Toyota;Corolla;2013
48;84972;05.10.2006;north;high;2000;1140.73;375556;F;md;other;16.01.2023;single vehicle collision;front collision;Ambulance;Northbrook;12;1;?;2;0;;76050;11700;11700;52650;Chevrolet;Silverado;2004
34;360414;29.04.1997;north;low;500;793.34;509184;M;phd;other;10.01.2023;multi-vehicle collision;rear collision;Police;Springfield;15;3;YES;2;1;;69480;15440;0;54040;Nissan;Maxima;2021
37;291135;20.03.2018;east;mid;2000;1293.74;330846;F;phd;other;30.01.2023;multi-vehicle collision;front collision;Police;Northbend;22;3;YES;1;0;;53460;5940;5940;41580;Honda;CRV;2016
29;474383;13.11.2021;east;mid;500;1379;520165;M;phd;other;28.02.2023;multi-vehicle collision;rear collision;Ambulance;Arlington;0;3;?;2;1;;67210;12220;12220;42770;BMW;X6;2003
28;160544;23.12.2010;west;mid;1000;1317.92;513555;M;high school;married;28.01.2023;multi-vehicle collision;side collision;Police;Arlington;14;4;NO;1;0;YES;31680;3520;3520;24640;Toyota;Camry;2013
38;437748;13.09.2020;east;low;500;920.96;371116;M;high school;married;25.02.2023;theft;;None;Hillsdale;7;1;?;1;1;YES;3600;400;400;2800;Honda;Civic;2006
50;71269;12.09.2011;east;low;2000;1253.73;503850;M;md;unmarried;02.02.2023;multi-vehicle collision;side collision;Other;Northbrook;18;3;YES;2;1;YES;69000;13800;6900;48300;Ford;F150;2002
27;310701;18.10.2004;north;mid;2000;1095.75;514780;M;high school;other;06.02.2023;multi-vehicle collision;rear collision;Other;Northbend;16;2;NO;1;0;;63720;7080;21240;35400;Accura;TL;2013
32;123630;22.08.2008;east;low;1000;998.17;340929;F;phd;married;09.01.2023;single vehicle collision;side collision;Other;Columbus;17;1;?;1;0;;82720;7520;15040;60160;Audi;A3;2021
28;583646;09.06.2002;east;mid;1000;1017.55;337355;M;masters;other;10.02.2023;theft;;None;Springfield;17;1;?;2;1;NO;7200;1440;720;5040;BMW;X5;2011
26;125010;20.07.2002;west;low;500;1449.73;356414;M;associate;other;03.01.2023;single vehicle collision;rear collision;Ambulance;Columbus;19;1;NO;2;2;;40000;8000;4000;28000;BMW;M5;2017
26;248904;27.01.2022;east;low;2000;1258.43;360728;M;jd;other;28.02.2023;single vehicle collision;side collision;Fire;Northbrook;16;1;?;1;2;;45500;9100;4550;31850;Toyota;Corolla;2016
34;509556;01.06.2021;west;low;500;1440.38;335068;M;college;married;17.02.2023;single vehicle collision;front collision;Other;Columbus;10;1;?;2;3;YES;58500;11700;5850;40950;Dodge;RAM;2006
38;566392;27.09.1998;east;high;1000;1308.91;331257;F;masters;unmarried;22.02.2023;single vehicle collision;front collision;Fire;Northbrook;20;1;YES;0;1;;87200;17440;8720;61040;Honda;Accord;2013
26;552548;16.06.2010;west;mid;2000;1189.3;368781;M;md;other;12.02.2023;multi-vehicle collision;rear collision;Other;Northbrook;9;3;?;0;1;YES;40160;5020;0;35140;Chevrolet;Tahoe;2010
35;71302;17.04.2008;east;low;1000;1423.65;375815;F;high school;other;15.01.2023;multi-vehicle collision;front collision;Ambulance;Riverwood;22;3;NO;2;0;NO;51210;11380;5690;34140;Ford;Fusion;2017
30;225029;18.10.1999;north;low;1000;1435.99;514351;F;college;married;25.02.2023;single vehicle collision;side collision;Fire;Northbrook;3;1;NO;2;0;YES;56000;14000;0;42000;Chevrolet;Malibu;2010
34;244602;16.12.2021;east;low;1000;1081.83;517742;F;high school;married;09.02.2023;single vehicle collision;side collision;Other;Columbus;18;1;NO;0;2;YES;53680;4880;4880;43920;Honda;CRV;2012
37;225442;13.02.2008;east;low;1000;1215.95;343430;F;high school;other;07.02.2023;multi-vehicle collision;front collision;Fire;Northbrook;19;3;?;2;2;NO;57600;9600;9600;38400;Volkswagen;Passat;2022
41;300607;08.01.2004;east;low;2000;1512.83;517938;M;high school;other;02.02.2023;multi-vehicle collision;front collision;Fire;Northbrook;13;3;YES;0;1;;58300;5830;11660;40810;Subaru;Legacy;2014
46;302862;29.10.1998;east;low;2000;1556.97;350768;M;md;married;17.02.2023;single vehicle collision;front collision;Police;Springfield;2;1;?;2;2;NO;69400;13880;6940;48580;BMW;M5;2019
46;137628;12.02.2004;north;high;2000;1064.81;373338;F;jd;other;30.01.2023;multi-vehicle collision;front collision;Other;Northbend;22;3;NO;0;2;NO;89520;14920;14920;59680;Audi;A3;2021
57;390593;27.05.2014;west;low;1000;993.66;504916;M;college;married;02.02.2023;multi-vehicle collision;rear collision;Police;Arlington;19;3;YES;0;3;;68200;12400;12400;43400;Jeep;Wrangler;2014
30;553614;04.12.2012;north;high;1000;1229.12;359530;M;college;married;01.02.2023;multi-vehicle collision;front collision;Fire;Riverwood;19;3;NO;1;2;;28440;3160;3160;22120;Dodge;Neon;2014
62;111340;07.09.2009;north;mid;1000;1186.07;518813;M;jd;other;01.01.2023;multi-vehicle collision;rear collision;Police;Columbus;20;3;NO;1;0;;47160;0;5240;41920;Subaru;Impreza;2018
34;365894;15.05.2014;east;high;2000;1268.32;376381;F;college;married;14.01.2023;multi-vehicle collision;side collision;Fire;Columbus;13;3;NO;1;1;;55260;6140;0;49120;Nissan;Ultima;2007
35;283261;04.10.2011;north;high;500;1364.71;520461;F;md;other;01.01.2023;multi-vehicle collision;front collision;Fire;Columbus;10;3;?;2;1;NO;88220;16040;16040;56140;Chevrolet;Malibu;2015
42;111054;13.07.2020;north;low;500;942.14;340121;M;college;other;19.02.2023;single vehicle collision;rear collision;Other;Riverwood;11;1;YES;2;3;;77000;15400;7700;53900;Toyota;Highlander;2022
33;468727;12.05.2017;north;low;1000;1346.43;369397;F;associate;married;14.01.2023;theft;;Police;Arlington;3;1;NO;2;1;;4730;860;860;3010;Chevrolet;Malibu;2020
28;442775;09.11.2002;north;low;2000;1369.89;351528;M;jd;other;04.02.2023;multi-vehicle collision;front collision;Other;Riverwood;10;3;?;0;2;YES;53600;5360;10720;37520;Audi;A5;2022
41;374335;04.07.2004;north;low;1000;1127.34;370158;F;college;other;23.02.2023;single vehicle collision;front collision;Fire;Hillsdale;1;1;?;1;0;YES;50300;10060;5030;35210;Subaru;Legacy;2006
43;329963;16.11.2020;west;mid;1000;1516.57;506206;F;md;other;26.01.2023;single vehicle collision;front collision;Fire;Riverwood;16;1;?;0;0;YES;53500;5350;5350;42800;Saab;92x;2022
46;516118;13.08.2011;west;mid;2000;1207.18;504106;M;jd;unmarried;28.02.2023;single vehicle collision;rear collision;Ambulance;Arlington;18;1;YES;0;1;YES;56430;6270;6270;43890;BMW;3 Series;2002
45;142340;11.07.1999;west;low;1000;1117.34;347528;F;md;unmarried;18.02.2023;multi-vehicle collision;front collision;Fire;Northbend;13;3;NO;1;1;NO;51210;11380;5690;34140;Jeep;Wrangler;2022
21;214333;22.12.2019;north;high;500;1020.01;364205;M;high school;married;05.02.2023;single vehicle collision;front collision;Other;Columbus;21;1;?;0;0;;91260;14040;14040;63180;Toyota;Corolla;2019
39;200239;10.02.2007;west;low;1000;902.81;354498;F;md;unmarried;17.02.2023;single vehicle collision;front collision;Fire;Riverwood;0;1;?;1;3;NO;74200;14840;14840;44520;Accura;TL;2009
24;196990;07.08.2009;west;low;2000;1302.57;373317;F;phd;other;31.01.2023;theft;;None;Arlington;6;1;NO;0;3;YES;5940;540;1080;4320;Audi;A5;2008
33;418352;23.08.2008;north;low;1000;1032.38;517689;F;jd;married;06.02.2023;single vehicle collision;front collision;Fire;Hillsdale;18;1;NO;1;0;NO;63900;7100;7100;49700;Accura;TL;2021
40;387217;20.06.1999;east;mid;1000;1691.94;347944;M;high school;other;09.01.2023;single vehicle collision;front collision;Police;Northbrook;6;1;?;1;0;;53400;5340;5340;42720;Honda;CRV;2010
40;188352;10.05.2012;east;low;500;1231.96;357431;F;college;married;28.02.2023;multi-vehicle collision;side collision;Ambulance;Hillsdale;23;3;?;2;1;YES;64260;0;14280;49980;Ford;Escape;2006
37;401082;01.09.2015;west;low;2000;1335.39;510361;M;jd;married;28.02.2023;multi-vehicle collision;side collision;Police;Riverwood;10;3;NO;2;2;;67140;7460;7460;52220;Ford;F150;2013
55;229211;20.01.2020;west;mid;500;1273.73;502226;F;associate;other;23.01.2023;multi-vehicle collision;side collision;Police;Riverwood;18;3;YES;2;1;NO;61400;6140;6140;49120;Nissan;Ultima;2002
26;555873;09.10.2021;west;mid;2000;1135.13;368840;F;phd;other;25.01.2023;single vehicle collision;rear collision;Ambulance;Springfield;22;1;YES;1;3;;88110;16020;16020;56070;Audi;A5;2010
32;210072;03.01.2017;east;low;2000;615.22;336679;M;college;other;02.01.2023;multi-vehicle collision;front collision;Other;Columbus;14;3;?;1;2;NO;50800;10160;5080;35560;Mercedes;E400;2020
38;448016;09.05.2018;north;high;1000;1279.54;332373;F;masters;other;30.01.2023;multi-vehicle collision;rear collision;Other;Northbend;10;3;?;0;2;NO;30700;3070;6140;21490;Jeep;Wrangler;2017
51;232841;11.07.1999;west;low;500;1266.46;378870;M;masters;married;10.01.2023;single vehicle collision;rear collision;Other;Northbrook;16;1;YES;2;1;NO;77330;14060;14060;49210;Volkswagen;Jetta;2021
26;572400;10.01.2005;east;mid;1000;1268.66;378500;M;masters;unmarried;20.01.2023;multi-vehicle collision;side collision;Other;Riverwood;10;3;YES;2;3;NO;84920;7720;15440;61760;Jeep;Wrangler;2013
57;429889;17.12.1998;east;high;500;1117.4;516132;F;md;married;15.01.2023;single vehicle collision;side collision;Police;Hillsdale;14;1;?;0;0;NO;40700;4070;4070;32560;Volkswagen;Passat;2007
38;265188;24.08.2021;west;mid;500;1541.79;506956;F;masters;other;24.01.2023;single vehicle collision;side collision;Police;Hillsdale;17;1;NO;0;1;YES;51920;9440;4720;37760;Audi;A3;2008
39;218726;18.02.2004;north;low;500;1263.1;514137;M;phd;married;01.01.2023;single vehicle collision;side collision;Fire;Northbrook;22;1;?;1;1;NO;37800;8400;4200;25200;Chevrolet;Silverado;2002
33;475417;19.03.1998;east;mid;500;963.03;501549;F;associate;other;09.02.2023;multi-vehicle collision;rear collision;Fire;Hillsdale;17;4;NO;2;1;NO;35300;3530;3530;28240;Mercedes;E400;2003
33;194850;28.06.2002;north;mid;1000;1181.59;342357;M;associate;married;26.01.2023;single vehicle collision;rear collision;Ambulance;Northbend;19;1;?;2;3;NO;55200;13800;9200;32200;Saab;93;2022
45;69391;26.12.1997;west;high;500;1190.38;500152;M;high school;other;04.01.2023;single vehicle collision;front collision;Other;Riverwood;16;1;NO;2;0;YES;67320;12240;12240;42840;Ford;Fusion;2013
30;314237;28.08.2021;west;low;500;1352.31;338743;F;college;married;10.02.2023;multi-vehicle collision;side collision;Other;Columbus;4;4;?;0;0;;60170;5470;10940;43760;Nissan;Pathfinder;2013
38;171113;22.03.2012;west;low;1000;1554.05;359846;M;phd;other;25.01.2023;multi-vehicle collision;front collision;Other;Riverwood;12;3;NO;1;3;YES;79080;6590;13180;59310;Mercedes;C300;2019
47;358115;12.10.2006;east;high;2000;1100.4;350857;F;associate;other;31.01.2023;single vehicle collision;front collision;Ambulance;Northbend;15;1;NO;1;0;YES;54000;6000;6000;42000;Toyota;Highlander;2003
30;566784;28.08.2010;west;high;2000;1033.9;357519;F;md;married;30.01.2023;single vehicle collision;side collision;Police;Northbend;9;1;NO;1;0;YES;57640;5240;10480;41920;Volkswagen;Passat;2017
44;557281;18.04.1999;east;mid;2000;1099.62;519076;F;college;other;11.02.2023;multi-vehicle collision;front collision;Fire;Riverwood;22;3;NO;2;2;NO;69480;11580;11580;46320;Chevrolet;Tahoe;2015
25;545550;03.04.2003;west;high;2000;1141.17;369331;F;masters;other;16.01.2023;multi-vehicle collision;front collision;Ambulance;Riverwood;0;3;NO;0;1;YES;72900;14580;14580;43740;Nissan;Maxima;2017
30;327817;16.10.2017;east;low;500;1050.96;507665;F;md;other;09.02.2023;theft;;Police;Riverwood;8;1;NO;0;0;YES;4800;960;480;3360;BMW;3 Series;2013
23;270658;13.07.2013;west;high;500;1474.04;341616;F;college;married;16.01.2023;multi-vehicle collision;side collision;Other;Springfield;17;3;YES;1;0;NO;51660;5740;5740;40180;Dodge;RAM;2017
27;320680;05.12.2009;east;mid;500;1458.08;341751;M;md;other;27.02.2023;multi-vehicle collision;side collision;Police;Northbend;2;3;NO;1;2;NO;80850;7350;14700;58800;Ford;F150;2018
39;503091;14.07.2020;west;high;2000;1451.72;519538;M;jd;other;13.01.2023;single vehicle collision;side collision;Other;Hillsdale;10;1;?;0;3;;60320;9280;9280;41760;Chevrolet;Tahoe;2019
48;322271;20.06.2010;west;high;2000;1524.22;369618;F;masters;unmarried;03.01.2023;single vehicle collision;front collision;Police;Columbus;12;1;?;2;3;YES;90240;15040;15040;60160;Chevrolet;Malibu;2002
39;520402;01.01.2009;east;low;2000;1138.26;508897;M;high school;married;19.01.2023;multi-vehicle collision;rear collision;Police;Riverwood;9;3;YES;0;3;NO;46200;4200;8400;33600;Subaru;Legacy;2022
28;269617;30.10.2001;east;high;500;1121.06;373621;M;masters;other;23.02.2023;multi-vehicle collision;side collision;Ambulance;Northbrook;4;3;NO;0;3;YES;74880;12480;12480;49920;Accura;TL;2007
41;278459;09.03.2021;west;low;500;912.33;344123;M;jd;married;22.01.2023;multi-vehicle collision;side collision;Police;Springfield;14;3;NO;2;0;NO;84590;15380;7690;61520;Saab;93;2020
32;197995;09.11.2021;east;low;500;1006.49;372771;F;phd;other;01.02.2023;single vehicle collision;front collision;Ambulance;Arlington;11;1;NO;1;0;;61500;12300;6150;43050;Dodge;Neon;2020
30;465864;26.06.2009;east;low;500;1469.35;501542;F;masters;other;15.01.2023;multi-vehicle collision;side collision;Police;Riverwood;4;3;NO;2;2;NO;32480;4060;4060;24360;Dodge;Neon;2004
32;403167;18.06.2009;east;low;1000;1720.61;353681;M;high school;married;13.01.2023;single vehicle collision;side collision;Other;Columbus;22;1;?;0;2;;76900;7690;7690;61520;Jeep;Wrangler;2002
60;334930;24.01.2004;east;mid;1000;764.3;512228;F;associate;married;26.02.2023;parked car;;Police;Columbus;6;1;?;0;3;;5060;460;920;3680;Mercedes;E400;2014
40;83194;14.05.2004;north;low;500;1449.09;378577;M;associate;married;18.01.2023;parked car;;Police;Northbend;20;1;?;0;2;NO;6050;1100;1100;3850;Toyota;Camry;2017
31;360786;28.03.2015;west;low;2000;1015.29;331322;F;md;married;17.02.2023;multi-vehicle collision;rear collision;Police;Arlington;21;3;YES;1;3;NO;48070;8740;8740;30590;Saab;92x;2021
58;537006;01.01.2000;north;low;2000;1129.51;358701;F;md;other;29.01.2023;multi-vehicle collision;side collision;Other;Hillsdale;12;4;YES;0;0;NO;63120;10520;10520;42080;Accura;MDX;2006
25;596569;14.05.2019;west;low;2000;1073.29;501080;F;phd;married;21.02.2023;theft;;None;Northbrook;5;1;NO;2;0;YES;6930;1260;630;5040;Toyota;Highlander;2008
48;265078;23.09.2009;east;low;1000;843.27;334310;F;masters;other;25.02.2023;single vehicle collision;front collision;Police;Northbend;21;1;YES;1;0;NO;55170;6130;6130;42910;Audi;A5;2012
39;459052;02.12.2019;north;high;500;1386.73;514242;F;jd;married;19.01.2023;single vehicle collision;side collision;Other;Riverwood;10;1;YES;1;0;YES;59490;6610;6610;46270;Mercedes;ML350;2002
48;473692;11.07.2020;west;mid;2000;1728.6;343310;M;college;other;24.01.2023;multi-vehicle collision;front collision;Fire;Northbrook;13;3;NO;2;0;NO;56160;4680;9360;42120;Saab;95;2002
41;447137;24.01.2021;east;mid;1000;1323.55;374866;F;jd;other;18.02.2023;parked car;;Police;Arlington;22;1;?;0;2;YES;10790;1660;830;8300;Mercedes;E400;2020
51;415222;11.07.1999;north;low;2000;1396.57;355640;M;associate;other;02.02.2023;single vehicle collision;side collision;Ambulance;Northbend;14;1;?;0;2;NO;82830;7530;15060;60240;Audi;A5;2011
34;480188;17.05.2013;west;high;1000;871.75;332902;F;associate;married;30.01.2023;multi-vehicle collision;front collision;Other;Columbus;9;3;NO;2;1;;68400;11400;11400;45600;Ford;F150;2014
43;295590;23.04.2014;north;high;2000;1099.94;351497;M;high school;other;01.01.2023;multi-vehicle collision;front collision;Police;Arlington;0;3;?;0;3;YES;51900;5190;10380;36330;BMW;M5;2018
34;281986;24.12.2001;north;high;500;1072.18;340801;F;jd;married;28.01.2023;parked car;;None;Northbend;8;1;NO;2;0;YES;4200;420;840;2940;Jeep;Wrangler;2020
35;199353;28.08.2011;west;high;1000;1123.51;506112;M;masters;married;15.01.2023;theft;;None;Columbus;6;1;?;2;1;NO;2640;220;440;1980;Jeep;Wrangler;2008
40;388437;16.09.2004;east;high;2000;1265.92;503091;F;masters;married;03.01.2023;theft;;None;Northbrook;10;1;?;2;1;;6600;660;1320;4620;Accura;TL;2012
40;358125;29.08.2013;west;low;500;1340.91;339470;F;md;married;02.02.2023;theft;;Police;Springfield;2;1;YES;1;3;YES;5940;660;660;4620;Toyota;Camry;2021
35;93098;24.05.2017;north;mid;500;1665.94;360554;M;jd;married;04.02.2023;parked car;;Police;Northbrook;4;1;YES;1;1;NO;6600;1200;1200;4200;Jeep;Grand Cherokee;2012
51;291874;23.09.2003;west;mid;1000;1150.23;334637;M;phd;other;05.02.2023;multi-vehicle collision;side collision;Ambulance;Riverwood;15;3;NO;2;0;YES;90480;15080;15080;60320;BMW;X6;2007
54;549284;24.04.2015;east;high;500;910.41;361351;M;college;married;10.01.2023;multi-vehicle collision;front collision;Other;Northbend;23;3;NO;2;1;;68750;12500;12500;43750;Audi;A5;2014
45;340376;19.12.2009;west;low;1000;1044.82;516682;M;masters;married;27.02.2023;multi-vehicle collision;rear collision;Fire;Hillsdale;4;3;?;2;1;;48060;10680;5340;32040;Mercedes;C300;2016
44;183674;13.12.2000;west;high;1000;1166.31;352755;M;jd;married;11.02.2023;multi-vehicle collision;side collision;Other;Springfield;23;3;NO;0;3;NO;44280;7380;3690;33210;Honda;Accord;2004
49;561258;18.04.2000;west;high;2000;1220.59;520725;F;jd;unmarried;18.01.2023;parked car;;None;Arlington;16;1;NO;1;1;YES;5330;1230;820;3280;Subaru;Legacy;2008
36;379233;27.12.2012;west;low;2000;1276.86;361296;F;college;other;06.02.2023;multi-vehicle collision;rear collision;Ambulance;Riverwood;21;3;?;2;2;NO;65400;10900;10900;43600;Dodge;RAM;2019
49;478790;28.02.2003;west;low;1000;1439.32;509290;F;phd;married;04.01.2023;theft;;None;Columbus;3;1;NO;1;0;NO;7080;1180;1180;4720;Nissan;Maxima;2008
54;240143;06.01.2005;west;high;2000;1095.82;505226;F;masters;other;12.01.2023;single vehicle collision;side collision;Police;Springfield;13;1;YES;2;3;;100800;16800;16800;67200;Dodge;Neon;2004
38;254446;16.08.2021;north;low;1000;1382.75;500722;F;associate;unmarried;09.01.2023;single vehicle collision;rear collision;Police;Columbus;16;1;?;2;3;NO;66600;16650;11100;38850;Jeep;Grand Cherokee;2019
33;390731;02.04.2003;west;high;1000;1920.95;331245;F;high school;married;24.01.2023;single vehicle collision;side collision;Police;Northbend;0;1;?;2;1;NO;46800;4680;9360;32760;Jeep;Wrangler;2009
33;346282;05.09.2019;east;low;1000;1051.15;519508;F;masters;other;24.02.2023;multi-vehicle collision;rear collision;Ambulance;Northbrook;20;3;NO;1;3;;54240;9040;9040;36160;Saab;93;2020
29;398635;25.01.2003;west;mid;1000;1859.54;361482;M;high school;married;15.01.2023;single vehicle collision;rear collision;Other;Columbus;16;1;NO;0;3;YES;63800;6380;6380;51040;Saab;92x;2005
34;366390;30.09.2009;north;low;500;846.18;507698;M;jd;other;07.01.2023;theft;;None;Northbrook;5;1;YES;2;1;;5720;1040;520;4160;Subaru;Forrestor;2010
32;258220;17.08.2019;north;high;500;1397.37;511554;F;high school;other;08.02.2023;parked car;;Police;Northbrook;9;1;?;2;0;;3960;330;660;2970;BMW;M5;2005
42;230718;06.04.2003;east;low;2000;1168.64;365635;F;phd;married;12.01.2023;multi-vehicle collision;rear collision;Fire;Northbend;17;3;NO;1;2;YES;62590;5690;11380;45520;Nissan;Pathfinder;2013
30;96828;01.12.1998;west;mid;2000;1679.12;346142;M;jd;other;07.02.2023;parked car;;None;Riverwood;16;1;NO;2;1;NO;4900;490;1470;2940;Jeep;Wrangler;2022
61;366066;25.10.2011;west;high;500;1263.83;512474;F;masters;married;18.02.2023;single vehicle collision;front collision;Fire;Columbus;23;1;YES;0;2;;64350;9900;9900;44550;Mercedes;E400;2005
34;246726;01.06.1999;east;high;500;1293.98;338497;F;phd;married;13.01.2023;multi-vehicle collision;side collision;Ambulance;Columbus;4;3;?;1;0;NO;50800;5080;5080;40640;Audi;A3;2004
27;335613;05.02.2005;west;high;500;980.81;340833;F;college;unmarried;13.01.2023;parked car;;None;Arlington;9;1;NO;1;0;NO;5170;940;470;3760;Toyota;Camry;2008
48;496119;07.07.2020;west;mid;500;1159.14;369710;M;associate;other;13.02.2023;multi-vehicle collision;side collision;Fire;Northbrook;20;2;?;1;1;;41520;5190;5190;31140;Nissan;Ultima;2021
30;591955;05.09.2010;north;high;500;482.78;508277;F;college;married;24.01.2023;multi-vehicle collision;front collision;Fire;Arlington;2;3;?;0;2;YES;65560;11920;11920;41720;Volkswagen;Passat;2022
47;565060;31.05.1997;east;high;2000;1271.81;333441;M;college;married;10.01.2023;multi-vehicle collision;front collision;Fire;Arlington;19;3;NO;2;1;NO;62800;6280;6280;50240;Audi;A3;2010
59;93174;03.11.2017;east;high;1000;1336.66;330348;M;phd;other;12.01.2023;multi-vehicle collision;side collision;Police;Hillsdale;10;3;?;2;2;NO;68000;13600;6800;47600;Toyota;Corolla;2021
26;136801;16.01.1999;west;mid;1000;1250.19;365424;M;college;other;08.02.2023;multi-vehicle collision;rear collision;Other;Springfield;4;2;YES;2;2;NO;50400;10080;5040;35280;Honda;CRV;2007
28;521365;24.02.2003;east;mid;500;1080.47;352184;F;associate;other;24.01.2023;multi-vehicle collision;rear collision;Fire;Riverwood;12;3;NO;2;2;NO;60500;12100;6050;42350;Audi;A5;2002
31;149551;15.08.2019;west;mid;2000;1151.46;330682;M;phd;other;02.02.2023;theft;;Police;Hillsdale;9;1;NO;2;1;YES;5760;960;960;3840;Subaru;Impreza;2018
26;520785;14.10.1998;west;high;1000;1369.99;362388;F;md;married;04.02.2023;parked car;;None;Arlington;4;1;?;2;2;;3190;580;580;2030;Subaru;Legacy;2002
32;413195;11.03.2008;north;low;500;1167.73;358111;F;jd;other;04.02.2023;single vehicle collision;side collision;Police;Arlington;6;1;YES;0;0;NO;55000;10000;10000;35000;Toyota;Camry;2015
38;452784;28.07.2004;north;mid;1000;1053.2;333218;F;masters;other;27.01.2023;single vehicle collision;front collision;Fire;Columbus;12;1;?;0;3;YES;91520;8320;16640;66560;BMW;X6;2012
27;117347;18.10.2003;west;low;1000;1472.28;340295;F;college;unmarried;19.02.2023;single vehicle collision;side collision;Police;Northbend;13;1;YES;1;0;YES;52800;10560;5280;36960;Saab;95;2011
